Language,ISO 639-3 Code,Type
"<a href=""https://en.wikipedia.org/wiki/Tupi_language"" target=""_blank"">Tupinikin</a>",tpk,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tupuri_language"" target=""_blank"">Tupuri</a>",tui,Living
"<a href=""https://en.wikipedia.org/wiki/Turaka_language"" target=""_blank"">Turaka</a>",trh,Living
"<a href=""https://en.wikipedia.org/wiki/Turi_language"" target=""_blank"">Turi</a>",trd,Living
"<a href=""https://en.wikipedia.org/wiki/Turiw%C3%A1ra_language"" target=""_blank"">Turiwára</a>",twt,Extinct
"<a href=""https://en.wikipedia.org/wiki/Turka_language"" target=""_blank"">Turka</a>",tuz,Living
"<a href=""https://en.wikipedia.org/wiki/Turkana_language"" target=""_blank"">Turkana</a>",tuv,Living
"<a href=""https://en.wikipedia.org/wiki/Khalaj_language"" target=""_blank"">Turkic Khalaj</a>",klj,Living
"<a href=""https://en.wikipedia.org/wiki/Turkish_language"" target=""_blank"">Turkish</a>",tur,Living
"<a href=""https://en.wikipedia.org/wiki/Turkish_Sign_Language"" target=""_blank"">Turkish Sign Language</a>",tsm,Living
"<a href=""https://en.wikipedia.org/wiki/Turkmen_language"" target=""_blank"">Turkmen</a>",tuk,Living
"<a href=""https://en.wikipedia.org/wiki/Bahamian_Creole"" target=""_blank"">Turks And Caicos Creole English</a>",tch,Living
"<a href=""https://en.wikipedia.org/wiki/Turoyo_language"" target=""_blank"">Turoyo</a>",tru,Living
"<a href=""https://en.wikipedia.org/wiki/Turumsa_language"" target=""_blank"">Turumsa</a>",tqm,Living
"<a href=""https://en.wikipedia.org/wiki/Turung_language"" target=""_blank"">Turung</a>",try,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tuscarora_language"" target=""_blank"">Tuscarora</a>",tus,Living
"<a href=""https://en.wikipedia.org/wiki/Tutelo_language"" target=""_blank"">Tutelo</a>",tta,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tutong_language"" target=""_blank"">Tutong</a>",ttg,Living
"<a href=""https://en.wikipedia.org/wiki/Tutsa_language"" target=""_blank"">Tutsa Naga</a>",tvt,Living
"<a href=""https://en.wikipedia.org/wiki/Tutuba_language"" target=""_blank"">Tutuba</a>",tmi,Living
"<a href=""https://en.wikipedia.org/wiki/Tututepec_Mixtec"" target=""_blank"">Tututepec Mixtec</a>",mtu,Living
"<a href=""https://en.wikipedia.org/wiki/Tututni_language"" target=""_blank"">Tututni</a>",tuu,Living
"<a href=""https://en.wikipedia.org/wiki/Tuvaluan_language"" target=""_blank"">Tuvalu</a>",tvl,Living
"<a href=""https://en.wikipedia.org/wiki/Tuvan_language"" target=""_blank"">Tuvinian</a>",tyv,Living
"<a href=""https://en.wikipedia.org/wiki/Tuwali_language"" target=""_blank"">Tuwali Ifugao</a>",ifk,Living
"<a href=""https://en.wikipedia.org/wiki/Tuwari_language"" target=""_blank"">Tuwari</a>",tww,Living
"<a href=""https://en.wikipedia.org/wiki/Bowili_language"" target=""_blank"">Tuwuli</a>",bov,Living
"<a href=""https://en.wikipedia.org/wiki/Tux%C3%A1_language"" target=""_blank"">Tuxá</a>",tud,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tuxinawa_language"" target=""_blank"">Tuxináwa</a>",tux,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tuyuca_language"" target=""_blank"">Tuyuca</a>",tue,Living
"<a href=""https://en.wikipedia.org/wiki/Twana_language"" target=""_blank"">Twana</a>",twa,Extinct
"<a href=""https://en.wikipedia.org/wiki/Twendi_language"" target=""_blank"">Twendi</a>",twn,Living
"<a href=""https://en.wikipedia.org/wiki/Tweants_dialect"" target=""_blank"">Twents</a>",twd,Living
"<a href=""https://en.wikipedia.org/wiki/Twi"" target=""_blank"">Twi</a>",twi,Living
"<a href=""https://en.wikipedia.org/wiki/Katab_language"" target=""_blank"">Tyap</a>",kcg,Living
"<a href=""https://en.wikipedia.org/wiki/Malak-Malak_language"" target=""_blank"">Tyaraity</a>",woa,Living
"<a href=""https://en.wikipedia.org/wiki/Tzeltal_language"" target=""_blank"">Tzeltal</a>",tzh,Living
"<a href=""https://en.wikipedia.org/wiki/Tzotzil_language"" target=""_blank"">Tzotzil</a>",tzo,Living
"<a href=""https://en.wikipedia.org/wiki/Tz%E2%80%99utujil_language"" target=""_blank"">Tz'utujil</a>",tzj,Living
"<a href=""https://en.wikipedia.org/wiki/U_language"" target=""_blank"">U</a>",uuu,Living
"<a href=""https://en.wikipedia.org/wiki/Uab_Meto_language"" target=""_blank"">Uab Meto</a>",aoz,Living
"<a href=""https://en.wikipedia.org/wiki/Huamo%C3%A9_language"" target=""_blank"">Uamué</a>",uam,Extinct
"<a href=""https://en.wikipedia.org/wiki/Kwale_language"" target=""_blank"">Uare</a>",ksj,Living
"<a href=""https://en.wikipedia.org/wiki/Ubaghara_language"" target=""_blank"">Ubaghara</a>",byc,Living
"<a href=""https://en.wikipedia.org/wiki/Ubang_language"" target=""_blank"">Ubang</a>",uba,Living
"<a href=""https://en.wikipedia.org/wiki/Ubi_language"" target=""_blank"">Ubi</a>",ubi,Living
"<a href=""https://en.wikipedia.org/wiki/Ubir_language"" target=""_blank"">Ubir</a>",ubr,Living
"<a href=""https://en.wikipedia.org/wiki/Ubykh_language"" target=""_blank"">Ubykh</a>",uby,Extinct
"<a href=""https://en.wikipedia.org/wiki/Ash%C3%A9ninga_language"" target=""_blank"">Ucayali-Yurúa Ashéninka</a>",cpb,Living
"<a href=""https://en.wikipedia.org/wiki/Enwang-Uda_language"" target=""_blank"">Uda</a>",uda,Living
"<a href=""https://en.wikipedia.org/wiki/Udi_language"" target=""_blank"">Udi</a>",udi,Living
"<a href=""https://en.wikipedia.org/wiki/Udege_language"" target=""_blank"">Udihe</a>",ude,Living
"<a href=""https://en.wikipedia.org/wiki/Udmurt_language"" target=""_blank"">Udmurt</a>",udm,Living
"<a href=""https://en.wikipedia.org/wiki/Uduk_language"" target=""_blank"">Uduk</a>",udu,Living
"<a href=""https://en.wikipedia.org/wiki/Ufim_language"" target=""_blank"">Ufim</a>",ufi,Living
"<a href=""https://en.wikipedia.org/wiki/Ugandan_Sign_Language"" target=""_blank"">Ugandan Sign Language</a>",ugn,Living
"<a href=""https://en.wikipedia.org/wiki/Ugaritic_language"" target=""_blank"">Ugaritic</a>",uga,Ancient
"<a href=""https://en.wikipedia.org/wiki/Ughele_language"" target=""_blank"">Ughele</a>",uge,Living
"<a href=""https://en.wikipedia.org/wiki/Ugong_language"" target=""_blank"">Ugong</a>",ugo,Living
"<a href=""https://en.wikipedia.org/wiki/Uhami_language"" target=""_blank"">Uhami</a>",uha,Living
"<a href=""https://en.wikipedia.org/wiki/Uyghur_language"" target=""_blank"">Uighur</a>",uig,Living
"<a href=""https://en.wikipedia.org/wiki/Uisai_language"" target=""_blank"">Uisai</a>",uis,Living
"<a href=""https://en.wikipedia.org/wiki/Ujir_language"" target=""_blank"">Ujir</a>",udj,Living
"<a href=""https://en.wikipedia.org/wiki/Ukaan_language"" target=""_blank"">Ukaan</a>",kcf,Living
"<a href=""https://en.wikipedia.org/wiki/Ukhwejo_language"" target=""_blank"">Ukhwejo</a>",ukh,Living
"<a href=""https://en.wikipedia.org/wiki/Ukit_language"" target=""_blank"">Ukit</a>",umi,Living
"<a href=""https://en.wikipedia.org/wiki/Ukpe-Bayobiri_language"" target=""_blank"">Ukpe-Bayobiri</a>",ukp,Living
"<a href=""https://en.wikipedia.org/wiki/Akpet_language"" target=""_blank"">Ukpet-Ehom</a>",akd,Living
"<a href=""https://en.wikipedia.org/wiki/Ukrainian_language"" target=""_blank"">Ukrainian</a>",ukr,Living
"<a href=""https://en.wikipedia.org/wiki/Russian_Sign_Language"" target=""_blank"">Ukrainian Sign Language</a>",ukl,Living
"<a href=""https://en.wikipedia.org/wiki/Ukue_language"" target=""_blank"">Ukue</a>",uku,Living
"<a href=""https://en.wikipedia.org/wiki/Ukuriguma_language"" target=""_blank"">Ukuriguma</a>",ukg,Living
"<a href=""https://en.wikipedia.org/wiki/Ukwa_language"" target=""_blank"">Ukwa</a>",ukq,Living
"<a href=""https://en.wikipedia.org/wiki/Ukwuani-Aboh-Ndoni_language"" target=""_blank"">Ukwuani-Aboh-Ndoni</a>",ukw,Living
"<a href=""https://en.wikipedia.org/wiki/Ulau-Suain_language"" target=""_blank"">Ulau-Suain</a>",svb,Living
"<a href=""https://en.wikipedia.org/wiki/Ulch_language"" target=""_blank"">Ulch</a>",ulc,Living
"<a href=""https://en.wikipedia.org/wiki/Ulithian_language"" target=""_blank"">Ulithian</a>",uli,Living
"<a href=""https://en.wikipedia.org/wiki/Ullatan_language"" target=""_blank"">Ullatan</a>",ull,Living
"<a href=""https://en.wikipedia.org/wiki/Ulukwumi_language"" target=""_blank"">Ulukwumi</a>",ulb,Living
"<a href=""https://en.wikipedia.org/wiki/Ulumanda%E2%80%99_language"" target=""_blank"">Ulumanda'</a>",ulm,Living
"<a href=""https://en.wikipedia.org/wiki/Sumo_languages"" target=""_blank"">Ulwa</a>",ulw,Living
"<a href=""https://en.wikipedia.org/wiki/Uma_language"" target=""_blank"">Uma</a>",ppk,Living
"<a href=""https://en.wikipedia.org/wiki/Uma%E2%80%99_Lasan_language"" target=""_blank"">Uma' Lasan</a>",xky,Living
"<a href=""https://en.wikipedia.org/wiki/Uma%E2%80%99_Lasan_language"" target=""_blank"">Uma' Lung</a>",ulu,Living
"<a href=""https://en.wikipedia.org/wiki/Umanakaina_language"" target=""_blank"">Umanakaina</a>",gdn,Living
"<a href=""https://en.wikipedia.org/wiki/Umatilla_language"" target=""_blank"">Umatilla</a>",uma,Living
"<a href=""https://en.wikipedia.org/wiki/Umbindhamu_language"" target=""_blank"">Umbindhamu</a>",umd,Extinct
"<a href=""https://en.wikipedia.org/wiki/Umbrian_language"" target=""_blank"">Umbrian</a>",xum,Ancient
"<a href=""https://en.wikipedia.org/wiki/Umbugarla_language"" target=""_blank"">Umbugarla</a>",umr,Extinct
"<a href=""https://en.wikipedia.org/wiki/Umbundu"" target=""_blank"">Umbundu</a>",umb,Living
"<a href=""https://en.wikipedia.org/wiki/Kaugel_language"" target=""_blank"">Umbu-Ungu</a>",ubu,Living
"<a href=""https://en.wikipedia.org/wiki/Umbuygamu_language"" target=""_blank"">Umbuygamu</a>",umg,Extinct
"<a href=""https://en.wikipedia.org/wiki/Ume_Sami_language"" target=""_blank"">Ume Sami</a>",sju,Living
"<a href=""https://en.wikipedia.org/wiki/Umeda_language"" target=""_blank"">Umeda</a>",upi,Living
"<a href=""https://en.wikipedia.org/wiki/Worrorra_language"" target=""_blank"">Umiida</a>",xud,Extinct
"<a href=""https://en.wikipedia.org/wiki/Umiray_Dumaget_language"" target=""_blank"">Umiray Dumaget Agta</a>",due,Living
"<a href=""https://en.wikipedia.org/wiki/Umon_language"" target=""_blank"">Umon</a>",umm,Living
"<a href=""https://en.wikipedia.org/wiki/Umot%C3%ADna_language"" target=""_blank"">Umotína</a>",umo,Extinct
"<a href=""https://en.wikipedia.org/wiki/Umpila_language"" target=""_blank"">Umpila</a>",ump,Living
"<a href=""https://en.wikipedia.org/wiki/Goliath_language"" target=""_blank"">Una</a>",mtg,Living
"<a href=""https://en.wikipedia.org/wiki/Unami_language"" target=""_blank"">Unami</a>",unm,Extinct
"<a href=""https://en.wikipedia.org/wiki/Kaili_language"" target=""_blank"">Unde Kaili</a>",unz,Living
"<a href=""https://en.wikipedia.org/wiki/Uneapa_language"" target=""_blank"">Uneapa</a>",bbn,Living
"<a href=""https://en.wikipedia.org/wiki/Uneme_language"" target=""_blank"">Uneme</a>",une,Living
"<a href=""https://en.wikipedia.org/wiki/Worrorra_language"" target=""_blank"">Unggaranggu</a>",xun,Extinct
"<a href=""https://en.wikipedia.org/wiki/Worrorra_language"" target=""_blank"">Unggumi</a>",xgu,Living
"<a href="""" target=""_blank"">Ungkue</a>",gku,Extinct
"<a href=""https://en.wikipedia.org/wiki/Unserdeutsch_language"" target=""_blank"">Unserdeutsch</a>",uln,Living
"<a href=""https://en.wikipedia.org/wiki/Unua_language"" target=""_blank"">Unua</a>",onu,Living
"<a href=""https://en.wikipedia.org/wiki/Unubahe_language"" target=""_blank"">Unubahe</a>",unu,Living
"<a href=""https://en.wikipedia.org/wiki/Upper_Chehalis_language"" target=""_blank"">Upper Chehalis</a>",cjh,Extinct
"<a href=""https://en.wikipedia.org/wiki/Grand_Valley_Dani_language"" target=""_blank"">Upper Grand Valley Dani</a>",dna,Living
"<a href=""https://en.wikipedia.org/wiki/Upper_Guinea_Creole"" target=""_blank"">Upper Guinea Crioulo</a>",pov,Living
"<a href=""https://en.wikipedia.org/wiki/Kinabatangan_language"" target=""_blank"">Upper Kinabatangan</a>",dmg,Living
"<a href=""https://en.wikipedia.org/wiki/Upper_Kuskokwim_language"" target=""_blank"">Upper Kuskokwim</a>",kuu,Living
"<a href=""https://en.wikipedia.org/wiki/Upper_Necaxa_Totonac"" target=""_blank"">Upper Necaxa Totonac</a>",tku,Living
"<a href=""https://en.wikipedia.org/wiki/Upper_Saxon_German"" target=""_blank"">Upper Saxon</a>",sxu,Living
"<a href=""https://en.wikipedia.org/wiki/Upper_Sorbian_language"" target=""_blank"">Upper Sorbian</a>",hsb,Living
"<a href=""https://en.wikipedia.org/wiki/Lower_Tanana_language"" target=""_blank"">Upper Tanana</a>",tau,Living
"<a href=""https://en.wikipedia.org/wiki/Ta%E2%80%99Oi_language"" target=""_blank"">Upper Ta'oih</a>",tth,Living
"<a href=""https://en.wikipedia.org/wiki/Tati_language_(Iran)"" target=""_blank"">Upper Taromi</a>",tov,Living
"<a href=""https://en.wikipedia.org/wiki/Upper_Umpqua_language"" target=""_blank"">Upper Umpqua</a>",xup,Extinct
"<a href=""https://en.wikipedia.org/wiki/Ura_language_(Papua_New_Guinea)"" target=""_blank"">Ura (Papua New Guinea)</a>",uro,Living
"<a href=""https://en.wikipedia.org/wiki/Ura_language_(Vanuatu)"" target=""_blank"">Ura (Vanuatu)</a>",uur,Living
"<a href=""https://en.wikipedia.org/wiki/Uradhi_language"" target=""_blank"">Uradhi</a>",urf,Extinct
"<a href=""https://en.wikipedia.org/wiki/Urak_Lawoi%E2%80%99_language"" target=""_blank"">Urak Lawoi'</a>",urk,Living
"<a href=""https://en.wikipedia.org/wiki/Urali_language"" target=""_blank"">Urali</a>",url,Living
"<a href=""https://en.wikipedia.org/wiki/Urap_language"" target=""_blank"">Urapmin</a>",urm,Living
"<a href=""https://en.wikipedia.org/wiki/Urarina_language"" target=""_blank"">Urarina</a>",ura,Living
"<a href=""https://en.wikipedia.org/wiki/Urartian_language"" target=""_blank"">Urartian</a>",xur,Ancient
"<a href=""https://en.wikipedia.org/wiki/Urat_language"" target=""_blank"">Urat</a>",urt,Living
"<a href=""https://en.wikipedia.org/wiki/Urdu"" target=""_blank"">Urdu</a>",urd,Living
"<a href=""https://en.wikipedia.org/wiki/Urhobo_language"" target=""_blank"">Urhobo</a>",urh,Living
"<a href=""https://en.wikipedia.org/wiki/Uri_language"" target=""_blank"">Uri</a>",uvh,Living
"<a href=""https://en.wikipedia.org/wiki/Urigina_language"" target=""_blank"">Urigina</a>",urg,Living
"<a href=""https://en.wikipedia.org/wiki/Urim_language"" target=""_blank"">Urim</a>",uri,Living
"<a href=""https://en.wikipedia.org/wiki/Urimo_language"" target=""_blank"">Urimo</a>",urx,Living
"<a href=""https://en.wikipedia.org/wiki/Uripiv_language"" target=""_blank"">Uripiv-Wala-Rano-Atchin</a>",upv,Living
"<a href=""https://en.wikipedia.org/wiki/Giimbiyu_language"" target=""_blank"">Urningangg</a>",urc,Extinct
"<a href=""https://en.wikipedia.org/wiki/Uru_language"" target=""_blank"">Uru</a>",ure,Living
"<a href=""https://en.wikipedia.org/wiki/Uruangnirin_language"" target=""_blank"">Uruangnirin</a>",urn,Living
"<a href=""https://en.wikipedia.org/wiki/Uruava_language"" target=""_blank"">Uruava</a>",urv,Extinct
"<a href=""https://en.wikipedia.org/wiki/Ka%27apor_language"" target=""_blank"">Urubú-Kaapor</a>",urb,Living
"<a href=""https://en.wikipedia.org/wiki/Ka%27apor_Sign_Language"" target=""_blank"">Urubú-Kaapor Sign Language</a>",uks,Living
"<a href=""https://en.wikipedia.org/wiki/Kagwahiva_language"" target=""_blank"">Uru-Eu-Wau-Wau</a>",urz,Living
"<a href=""https://en.wikipedia.org/wiki/Uruguayan_Sign_Language"" target=""_blank"">Uruguayan Sign Language</a>",ugy,Living
"<a href=""https://en.wikipedia.org/wiki/Urum_language"" target=""_blank"">Urum</a>",uum,Living
"<a href=""https://en.wikipedia.org/wiki/Urumi_language"" target=""_blank"">Urumi</a>",uru,Extinct
"<a href=""https://en.wikipedia.org/wiki/Uru-Pa-In_language"" target=""_blank"">Uru-Pa-In</a>",urp,Living
"<a href=""https://en.wikipedia.org/wiki/Usaghade_language"" target=""_blank"">Usaghade</a>",usk,Living
"<a href=""https://en.wikipedia.org/wiki/Usan_language"" target=""_blank"">Usan</a>",wnu,Living
"<a href=""https://en.wikipedia.org/wiki/Usarufa_language"" target=""_blank"">Usarufa</a>",usa,Living
"<a href=""https://en.wikipedia.org/wiki/Ushoji_language"" target=""_blank"">Ushojo</a>",ush,Living
"<a href=""https://en.wikipedia.org/wiki/Usila_Chinantec"" target=""_blank"">Usila Chinantec</a>",cuc,Living
"<a href=""https://en.wikipedia.org/wiki/Afra_language"" target=""_blank"">Usku</a>",ulf,Living
"<a href=""https://en.wikipedia.org/wiki/Uspantek_language"" target=""_blank"">Uspanteco</a>",usp,Living
"<a href=""https://en.wikipedia.org/wiki/Kokborok"" target=""_blank"">Usui</a>",usi,Living
"<a href=""https://en.wikipedia.org/wiki/Utarmbung_language"" target=""_blank"">Utarmbung</a>",omo,Living
"<a href=""https://en.wikipedia.org/wiki/Colorado_River_Numic_language"" target=""_blank"">Ute-Southern Paiute</a>",ute,Living
"<a href=""https://en.wikipedia.org/wiki/Ut-Ma%27in_language"" target=""_blank"">ut-Ma'in</a>",gel,Living
"<a href=""https://en.wikipedia.org/wiki/Utu_language"" target=""_blank"">Utu</a>",utu,Living
"<a href=""https://en.wikipedia.org/wiki/Uvbie_language"" target=""_blank"">Uvbie</a>",evh,Living
"<a href=""https://en.wikipedia.org/wiki/Uya_language"" target=""_blank"">Uya</a>",usu,Living
"<a href=""https://en.wikipedia.org/wiki/Uyajitaya_language"" target=""_blank"">Uyajitaya</a>",duk,Living
"<a href=""https://en.wikipedia.org/wiki/Uzbek_language"" target=""_blank"">Uzbek</a>",uzb,Living
"<a href=""https://en.wikipedia.org/wiki/Central_Asian_Arabic"" target=""_blank"">Uzbeki Arabic</a>",auz,Living
"<a href=""https://en.wikipedia.org/wiki/Zekwe_language"" target=""_blank"">Uzekwe</a>",eze,Living
"<a href=""https://en.wikipedia.org/wiki/Vaagri_Booli_language"" target=""_blank"">Vaagri Booli</a>",vaa,Living
"<a href=""https://en.wikipedia.org/wiki/Vafsi_language"" target=""_blank"">Vafsi</a>",vaf,Living
"<a href=""https://en.wikipedia.org/wiki/Kwanka_language"" target=""_blank"">Vaghat-Ya-Bijim-Legeri</a>",bij,Living
"<a href=""https://en.wikipedia.org/wiki/Vaghri_language"" target=""_blank"">Vaghri</a>",vgr,Living
"<a href=""https://en.wikipedia.org/wiki/Vaghua_language"" target=""_blank"">Vaghua</a>",tva,Living
"<a href=""https://en.wikipedia.org/wiki/Vagla_language"" target=""_blank"">Vagla</a>",vag,Living
"<a href=""https://en.wikipedia.org/wiki/Vai_language"" target=""_blank"">Vai</a>",vai,Living
"<a href=""https://en.wikipedia.org/wiki/Vaiphei_language"" target=""_blank"">Vaiphei</a>",vap,Living
"<a href=""https://en.wikipedia.org/wiki/Vale_language"" target=""_blank"">Vale</a>",vae,Living
"<a href=""https://en.wikipedia.org/wiki/Valencian_Sign_Language"" target=""_blank"">Valencian Sign Language</a>",vsv,Living
"<a href=""https://en.wikipedia.org/wiki/Chinantec_of_Palantla"" target=""_blank"">Valle Nacional Chinantec</a>",cvn,Living
"<a href=""https://en.wikipedia.org/wiki/Chico_language"" target=""_blank"">Valley Maidu</a>",vmv,Extinct
"<a href=""https://en.wikipedia.org/wiki/Valman_language"" target=""_blank"">Valman</a>",van,Living
"<a href=""https://en.wikipedia.org/wiki/Valpei_language"" target=""_blank"">Valpei</a>",vlp,Living
"<a href=""https://en.wikipedia.org/wiki/Vamale_language"" target=""_blank"">Vamale</a>",mkt,Living
"<a href=""https://en.wikipedia.org/wiki/Vame_language"" target=""_blank"">Vame</a>",mlr,Living
"<a href=""https://en.wikipedia.org/wiki/Vandalic_language"" target=""_blank"">Vandalic</a>",xvn,Ancient
"<a href=""https://en.wikipedia.org/wiki/Vangunu_language"" target=""_blank"">Vangunu</a>",mpr,Living
"<a href=""https://en.wikipedia.org/wiki/Vanimo_language"" target=""_blank"">Vanimo</a>",vam,Living
