Language,ISO 639-3 Code,Type
"<a href=""https://en.wikipedia.org/wiki/Varieties_of_American_Sign_Language#Nigerian_Sign_Language"" target=""_blank"">Nigerian Sign Language</a>",nsi,Living
"<a href=""https://en.wikipedia.org/wiki/Nihali_language"" target=""_blank"">Nihali</a>",nll,Living
"<a href=""https://en.wikipedia.org/wiki/Nii_language"" target=""_blank"">Nii</a>",nii,Living
"<a href=""https://en.wikipedia.org/wiki/Nyiyaparli_language"" target=""_blank"">Nijadali</a>",nad,Living
"<a href=""https://en.wikipedia.org/wiki/Niksek_language"" target=""_blank"">Niksek</a>",gbe,Living
"<a href=""https://en.wikipedia.org/wiki/Nila_language"" target=""_blank"">Nila</a>",nil,Living
"<a href=""https://en.wikipedia.org/wiki/Iramba_language"" target=""_blank"">Nilamba</a>",nim,Living
"<a href=""https://en.wikipedia.org/wiki/Nimadi_language"" target=""_blank"">Nimadi</a>",noe,Living
"<a href=""https://en.wikipedia.org/wiki/Nimanburru_language"" target=""_blank"">Nimanbur</a>",nmp,Extinct
"<a href=""https://en.wikipedia.org/wiki/Nimbari_language"" target=""_blank"">Nimbari</a>",nmr,Extinct
"<a href=""https://en.wikipedia.org/wiki/Nimboran_language"" target=""_blank"">Nimboran</a>",nir,Living
"<a href=""https://en.wikipedia.org/wiki/Nimi_language"" target=""_blank"">Nimi</a>",nis,Living
"<a href=""https://en.wikipedia.org/wiki/Nimo_language"" target=""_blank"">Nimo</a>",niw,Living
"<a href=""https://en.wikipedia.org/wiki/Nimoa_language"" target=""_blank"">Nimoa</a>",nmw,Living
"<a href=""https://en.wikipedia.org/wiki/Ninam_language"" target=""_blank"">Ninam</a>",shb,Living
"<a href=""https://en.wikipedia.org/wiki/Nindi_language"" target=""_blank"">Nindi</a>",nxi,Living
"<a href=""https://en.wikipedia.org/wiki/Ningera_language"" target=""_blank"">Ningera</a>",nby,Living
"<a href=""https://en.wikipedia.org/wiki/Ninggerum_language"" target=""_blank"">Ninggerum</a>",nxr,Living
"<a href=""https://en.wikipedia.org/wiki/Ningil_language"" target=""_blank"">Ningil</a>",niz,Living
"<a href=""https://en.wikipedia.org/wiki/Ningye_language"" target=""_blank"">Ningye</a>",nns,Living
"<a href=""https://en.wikipedia.org/wiki/Yali_language"" target=""_blank"">Ninia Yali</a>",nlk,Living
"<a href=""https://en.wikipedia.org/wiki/Ninzo_language"" target=""_blank"">Ninzo</a>",nin,Living
"<a href=""https://en.wikipedia.org/wiki/Nipsan_language"" target=""_blank"">Nipsan</a>",nps,Living
"<a href=""https://en.wikipedia.org/wiki/Nisa-Anasi_language"" target=""_blank"">Nisa</a>",njs,Living
"<a href=""https://en.wikipedia.org/wiki/Nisenan_language"" target=""_blank"">Nisenan</a>",nsz,Living
"<a href=""https://en.wikipedia.org/wiki/Nisga%27a_language"" target=""_blank"">Nisga'a</a>",ncg,Living
"<a href=""https://en.wikipedia.org/wiki/Mantsi_language"" target=""_blank"">Nisi (China)</a>",yso,Living
"<a href=""https://en.wikipedia.org/wiki/Niuafo%CA%BBou_language"" target=""_blank"">Niuafo'ou</a>",num,Living
"<a href=""https://en.wikipedia.org/wiki/Niuatoputapu_language"" target=""_blank"">Niuatoputapu</a>",nkp,Extinct
"<a href=""https://en.wikipedia.org/wiki/Niuean_language"" target=""_blank"">Niuean</a>",niu,Living
"<a href=""https://en.wikipedia.org/wiki/Nivacl%C3%A9_language"" target=""_blank"">Nivaclé</a>",cag,Living
"<a href=""https://en.wikipedia.org/wiki/Tangga_language"" target=""_blank"">Niwer Mil</a>",hrc,Living
"<a href=""https://en.wikipedia.org/wiki/Nyolge_language"" target=""_blank"">Njalgulgule</a>",njl,Living
"<a href=""https://en.wikipedia.org/wiki/Njebi_language"" target=""_blank"">Njebi</a>",nzb,Living
"<a href=""https://en.wikipedia.org/wiki/Njen_language"" target=""_blank"">Njen</a>",njj,Living
"<a href=""https://en.wikipedia.org/wiki/Njerep_language"" target=""_blank"">Njerep</a>",njr,Living
"<a href=""https://en.wikipedia.org/wiki/Njem_language"" target=""_blank"">Njyem</a>",njy,Living
"<a href=""https://en.wikipedia.org/wiki/Nkami_language"" target=""_blank"">Nkami</a>",nkq,Living
"<a href=""https://en.wikipedia.org/wiki/Mbunda_language"" target=""_blank"">Nkangala</a>",nkn,Living
"<a href=""https://en.wikipedia.org/wiki/Ibuoro_language"" target=""_blank"">Nkari</a>",nkz,Living
"<a href=""https://en.wikipedia.org/wiki/Nkem-Nkum_language"" target=""_blank"">Nkem-Nkum</a>",isi,Living
"<a href=""https://en.wikipedia.org/wiki/Nkumbi_language"" target=""_blank"">Nkhumbi</a>",khu,Living
"<a href=""https://en.wikipedia.org/wiki/N%27Ko_alphabet#The_literary_language"" target=""_blank"">N'Ko</a>",nqo,Living
"<a href=""https://en.wikipedia.org/wiki/Nkongho_language"" target=""_blank"">Nkongho</a>",nkc,Living
"<a href=""https://en.wikipedia.org/wiki/Nkonya_language"" target=""_blank"">Nkonya</a>",nko,Living
"<a href=""https://en.wikipedia.org/wiki/Nkoroo_language"" target=""_blank"">Nkoroo</a>",nkx,Living
"<a href=""https://en.wikipedia.org/wiki/Nkoya_language"" target=""_blank"">Nkoya</a>",nka,Living
"<a href=""https://en.wikipedia.org/wiki/Nkukoli_language"" target=""_blank"">Nkukoli</a>",nbo,Living
"<a href=""https://en.wikipedia.org/wiki/Nkutu_language"" target=""_blank"">Nkutu</a>",nkw,Living
"<a href=""https://en.wikipedia.org/wiki/Nnam_language"" target=""_blank"">Nnam</a>",nbp,Living
"<a href=""https://en.wikipedia.org/wiki/Nobiin_language"" target=""_blank"">Nobiin</a>",fia,Living
"<a href=""https://en.wikipedia.org/wiki/Nobonob_language"" target=""_blank"">Nobonob</a>",gaw,Living
"<a href=""https://en.wikipedia.org/wiki/Kashibo_language"" target=""_blank"">Nocamán</a>",nom,Extinct
"<a href=""https://en.wikipedia.org/wiki/Nocte_language"" target=""_blank"">Nocte Naga</a>",njb,Living
"<a href=""https://en.wikipedia.org/wiki/Nogai_language"" target=""_blank"">Nogai</a>",nog,Living
"<a href=""https://en.wikipedia.org/wiki/Bhilori_language"" target=""_blank"">Noiri</a>",noi,Living
"<a href=""https://en.wikipedia.org/wiki/Nokuku_language"" target=""_blank"">Nokuku</a>",nkk,Living
"<a href=""https://en.wikipedia.org/wiki/Mandi_language"" target=""_blank"">Nomaande</a>",lem,Living
"<a href=""https://en.wikipedia.org/wiki/Nomane_language"" target=""_blank"">Nomane</a>",nof,Living
"<a href=""https://en.wikipedia.org/wiki/Nomatsiguenga_language"" target=""_blank"">Nomatsiguenga</a>",not,Living
"<a href=""https://en.wikipedia.org/wiki/Nomlaki_language"" target=""_blank"">Nomlaki</a>",nol,Extinct
"<a href=""https://en.wikipedia.org/wiki/Nomu_language"" target=""_blank"">Nomu</a>",noh,Living
"<a href=""https://en.wikipedia.org/wiki/Nong_Zhuang_language"" target=""_blank"">Nong Zhuang</a>",zhn,Living
"<a href=""https://en.wikipedia.org/wiki/Nonuya_language"" target=""_blank"">Nonuya</a>",noj,Living
"<a href=""https://en.wikipedia.org/wiki/Nooksack_language"" target=""_blank"">Nooksack</a>",nok,Extinct
"<a href=""https://en.wikipedia.org/wiki/Noon_language"" target=""_blank"">Noon</a>",snf,Living
"<a href=""https://en.wikipedia.org/wiki/Noni_language"" target=""_blank"">Noone</a>",nhu,Living
"<a href=""https://en.wikipedia.org/wiki/Highland_Chatino"" target=""_blank"">Nopala Chatino</a>",cya,Living
"<a href=""https://en.wikipedia.org/wiki/Noric_language"" target=""_blank"">Noric</a>",nrc,Ancient
"<a href=""https://en.wikipedia.org/wiki/Norn_language"" target=""_blank"">Norn</a>",nrn,Extinct
"<a href=""https://en.wikipedia.org/wiki/Khamyang_language"" target=""_blank"">Norra</a>",nrr,Extinct
"<a href=""https://en.wikipedia.org/wiki/Inupiat_language"" target=""_blank"">North Alaskan Inupiatun</a>",esi,Living
"<a href=""https://en.wikipedia.org/wiki/North_Ambrym_language"" target=""_blank"">North Ambrym</a>",mmg,Living
"<a href=""https://en.wikipedia.org/wiki/Asmat_language"" target=""_blank"">North Asmat</a>",nks,Living
"<a href=""https://en.wikipedia.org/wiki/Aghu_language"" target=""_blank"">North Awyu</a>",yir,Living
"<a href=""https://en.wikipedia.org/wiki/Azerbaijani_language"" target=""_blank"">North Azerbaijani</a>",azj,Living
"<a href=""https://en.wikipedia.org/wiki/North_Babar_language"" target=""_blank"">North Babar</a>",bcd,Living
"<a href=""https://en.wikipedia.org/wiki/North_Bolivian_Quechua"" target=""_blank"">North Bolivian Quechua</a>",qul,Living
"<a href=""https://en.wikipedia.org/wiki/Midland_Mixe"" target=""_blank"">North Central Mixe</a>",neq,Living
"<a href=""https://en.wikipedia.org/wiki/North_Efate_language"" target=""_blank"">North Efate</a>",llp,Living
"<a href=""https://en.wikipedia.org/wiki/Fali_languages_(Cameroon)"" target=""_blank"">North Fali</a>",fll,Living
"<a href=""https://en.wikipedia.org/wiki/North_Giziga_language"" target=""_blank"">North Giziga</a>",gis,Living
"<a href=""https://en.wikipedia.org/wiki/Yaru_Quechua"" target=""_blank"">North Junín Quechua</a>",qvn,Living
"<a href=""https://en.wikipedia.org/wiki/Levantine_Arabic"" target=""_blank"">North Levantine Arabic</a>",apc,Living
"<a href=""https://en.wikipedia.org/wiki/Marquesan_language"" target=""_blank"">North Marquesan</a>",mrq,Living
"<a href=""https://en.wikipedia.org/wiki/North_Mesopotamian_Arabic"" target=""_blank"">North Mesopotamian Arabic</a>",ayp,Living
"<a href=""https://en.wikipedia.org/wiki/North_Mofu_language"" target=""_blank"">North Mofu</a>",mfk,Living
"<a href=""https://en.wikipedia.org/wiki/North_Moluccan_Malay"" target=""_blank"">North Moluccan Malay</a>",max,Living
"<a href=""https://en.wikipedia.org/wiki/Muyu_language"" target=""_blank"">North Muyu</a>",kti,Living
"<a href=""https://en.wikipedia.org/wiki/Zimbabwean_Ndebele_language"" target=""_blank"">North Ndebele</a>",nde,Living
"<a href=""https://en.wikipedia.org/wiki/Nuaulu_language"" target=""_blank"">North Nuaulu</a>",nni,Living
"<a href=""https://en.wikipedia.org/wiki/North_Picene_language"" target=""_blank"">North Picene</a>",nrp,Ancient
"<a href=""https://en.wikipedia.org/wiki/Slavey_language"" target=""_blank"">North Slavey</a>",scs,Living
"<a href=""https://en.wikipedia.org/wiki/Tairora_language"" target=""_blank"">North Tairora</a>",tbg,Living
"<a href=""https://en.wikipedia.org/wiki/North_Tanna_language"" target=""_blank"">North Tanna</a>",tnn,Living
"<a href=""https://en.wikipedia.org/wiki/Wahgi_language"" target=""_blank"">North Wahgi</a>",whg,Living
"<a href=""https://en.wikipedia.org/wiki/Watut_language"" target=""_blank"">North Watut</a>",una,Living
"<a href=""https://en.wikipedia.org/wiki/Kiwai_language"" target=""_blank"">Northeast Kiwai</a>",kiw,Living
"<a href=""https://en.wikipedia.org/wiki/Maidu_language"" target=""_blank"">Northeast Maidu</a>",nmu,Living
"<a href=""https://en.wikipedia.org/wiki/Pashayi_languages"" target=""_blank"">Northeast Pashai</a>",aee,Living
"<a href=""https://en.wikipedia.org/wiki/Dinka_language"" target=""_blank"">Northeastern Dinka</a>",dip,Living
"<a href=""https://en.wikipedia.org/wiki/Northeastern_Pomo_language"" target=""_blank"">Northeastern Pomo</a>",pef,Extinct
"<a href=""https://en.wikipedia.org/wiki/Isan_language"" target=""_blank"">Northeastern Thai</a>",tts,Living
"<a href=""https://en.wikipedia.org/wiki/Northern_Alta_language"" target=""_blank"">Northern Alta</a>",aqn,Living
"<a href=""https://en.wikipedia.org/wiki/Altai_language"" target=""_blank"">Northern Altai</a>",atv,Living
"<a href=""https://en.wikipedia.org/wiki/Amami_language"" target=""_blank"">Northern Amami-Oshima</a>",ryn,Living
"<a href=""https://en.wikipedia.org/wiki/Malagasy_language"" target=""_blank"">Northern Betsimisaraka Malagasy</a>",bmm,Living
"<a href=""https://en.wikipedia.org/wiki/Karolanos_language"" target=""_blank"">Northern Binukidnon</a>",kyn,Living
"<a href=""https://en.wikipedia.org/wiki/Bobo_language"" target=""_blank"">Northern Bobo Madaré</a>",bbo,Living
"<a href=""https://en.wikipedia.org/wiki/Bontoc_language"" target=""_blank"">Northern Bontok</a>",rbk,Living
"<a href=""https://en.wikipedia.org/wiki/Pandan_Bikol_language"" target=""_blank"">Northern Catanduanes Bikol</a>",cts,Living
"<a href=""https://en.wikipedia.org/wiki/Ancash_Quechua"" target=""_blank"">Northern Conchucos Ancash Quechua</a>",qxn,Living
"<a href=""https://en.wikipedia.org/wiki/Dagaare_language"" target=""_blank"">Northern Dagara</a>",dgi,Living
"<a href=""https://en.wikipedia.org/wiki/Kam_language"" target=""_blank"">Northern Dong</a>",doc,Living
"<a href=""https://en.wikipedia.org/wiki/East_Cree"" target=""_blank"">Northern East Cree</a>",crl,Living
"<a href=""https://en.wikipedia.org/wiki/Northern_Embera_language"" target=""_blank"">Northern Emberá</a>",emp,Living
"<a href=""https://en.wikipedia.org/wiki/North_Frisian_language"" target=""_blank"">Northern Frisian</a>",frr,Living
"<a href=""https://en.wikipedia.org/wiki/Ghale_language"" target=""_blank"">Northern Ghale</a>",ghh,Living
"<a href=""https://en.wikipedia.org/wiki/Gondi_language"" target=""_blank"">Northern Gondi</a>",gno,Living
"<a href=""https://en.wikipedia.org/wiki/Grebo_language"" target=""_blank"">Northern Grebo</a>",gbo,Living
"<a href=""https://en.wikipedia.org/wiki/Guiyang_Miao"" target=""_blank"">Northern Guiyang Hmong</a>",huj,Living
"<a href=""https://en.wikipedia.org/wiki/Haida_language"" target=""_blank"">Northern Haida</a>",hdn,Living
"<a href=""https://en.wikipedia.org/wiki/Kagani_dialect"" target=""_blank"">Northern Hindko</a>",hno,Living
"<a href=""https://en.wikipedia.org/wiki/Huishui_Miao"" target=""_blank"">Northern Huishui Hmong</a>",hmi,Living
"<a href=""https://en.wikipedia.org/wiki/Northern_Kalapuya_language"" target=""_blank"">Northern Kalapuya</a>",nrt,Extinct
"<a href=""https://en.wikipedia.org/wiki/Kankanaey_language"" target=""_blank"">Northern Kankanay</a>",xnn,Living
"<a href=""https://en.wikipedia.org/wiki/Northern_Khmer_dialect"" target=""_blank"">Northern Khmer</a>",kxm,Living
"<a href=""https://en.wikipedia.org/wiki/Kissi_language"" target=""_blank"">Northern Kissi</a>",kqs,Living
"<a href=""https://en.wikipedia.org/wiki/Northern_Kurdish"" target=""_blank"">Northern Kurdish</a>",kmr,Living
"<a href=""https://en.wikipedia.org/wiki/Luri_language"" target=""_blank"">Northern Luri</a>",lrc,Living
"<a href=""https://en.wikipedia.org/wiki/Mashan_Miao"" target=""_blank"">Northern Mashan Hmong</a>",hmp,Living
"<a href=""https://en.wikipedia.org/wiki/Muji_language"" target=""_blank"">Northern Muji</a>",ymx,Living
"<a href=""https://en.wikipedia.org/wiki/Ede_language"" target=""_blank"">Northern Nago</a>",xkb,Living
"<a href=""https://en.wikipedia.org/wiki/Ngbandi_language"" target=""_blank"">Northern Ngbandi</a>",ngb,Living
"<a href=""https://en.wikipedia.org/wiki/Nisu_language"" target=""_blank"">Northern Nisu</a>",yiv,Living
"<a href=""https://en.wikipedia.org/wiki/Nuni_language"" target=""_blank"">Northern Nuni</a>",nuv,Living
"<a href=""https://en.wikipedia.org/wiki/Tehuacan%E2%80%93Zongolica_Nahuatl"" target=""_blank"">Northern Oaxaca Nahuatl</a>",nhy,Living
"<a href=""https://en.wikipedia.org/wiki/Ohlone_languages"" target=""_blank"">Northern Ohlone</a>",cst,Living
"<a href=""https://en.wikipedia.org/wiki/One_language"" target=""_blank"">Northern One</a>",onr,Living
"<a href=""https://en.wikipedia.org/wiki/Northern_Paiute_language"" target=""_blank"">Northern Paiute</a>",pao,Living
"<a href=""https://en.wikipedia.org/wiki/Pame_language"" target=""_blank"">Northern Pame</a>",pmq,Living
"<a href=""https://en.wikipedia.org/wiki/Pashto"" target=""_blank"">Northern Pashto</a>",pbu,Living
"<a href=""https://en.wikipedia.org/wiki/Kichwa_language"" target=""_blank"">Northern Pastaza Quichua</a>",qvz,Living
"<a href=""https://en.wikipedia.org/wiki/Northern_Pomo_language"" target=""_blank"">Northern Pomo</a>",pej,Extinct
"<a href=""https://en.wikipedia.org/wiki/Sierra_Puebla_Nahuatl"" target=""_blank"">Northern Puebla Nahuatl</a>",ncj,Living
"<a href=""https://en.wikipedia.org/wiki/Pumi_language"" target=""_blank"">Northern Pumi</a>",pmi,Living
"<a href=""https://en.wikipedia.org/wiki/Hmu_language"" target=""_blank"">Northern Qiandong Miao</a>",hea,Living
"<a href=""https://en.wikipedia.org/wiki/Northern_Qiang_language"" target=""_blank"">Northern Qiang</a>",cng,Living
"<a href=""https://en.wikipedia.org/wiki/Ntenyi_language"" target=""_blank"">Northern Rengma Naga</a>",nnl,Living
"<a href=""https://en.wikipedia.org/wiki/Roglai_language"" target=""_blank"">Northern Roglai</a>",rog,Living
"<a href=""https://en.wikipedia.org/wiki/Northern_Sami"" target=""_blank"">Northern Sami</a>",sme,Living
"<a href=""https://en.wikipedia.org/wiki/Northern_Sierra_Miwok"" target=""_blank"">Northern Sierra Miwok</a>",nsq,Living
"<a href=""https://en.wikipedia.org/wiki/Sorsoganon_language"" target=""_blank"">Northern Sorsoganon</a>",bks,Living
"<a href=""https://en.wikipedia.org/wiki/Subanon_language"" target=""_blank"">Northern Subanen</a>",stb,Living
"<a href=""https://en.wikipedia.org/wiki/Tarahumara_language"" target=""_blank"">Northern Tarahumara</a>",thh,Living
"<a href=""https://en.wikipedia.org/wiki/Tepehu%C3%A1n_language"" target=""_blank"">Northern Tepehuan</a>",ntp,Living
"<a href=""https://en.wikipedia.org/wiki/Northern_Thai_language"" target=""_blank"">Northern Thai</a>",nod,Living
"<a href=""https://en.wikipedia.org/wiki/Taos_dialect"" target=""_blank"">Northern Tiwa</a>",twf,Living
"<a href=""https://en.wikipedia.org/wiki/%C3%91um%C3%AD_Mixtec"" target=""_blank"">Northern Tlaxiaco Mixtec</a>",xtn,Living
"<a href=""https://en.wikipedia.org/wiki/Tusya_language"" target=""_blank"">Northern Toussian</a>",tsp,Living
"<a href=""https://en.wikipedia.org/wiki/Tujia_language"" target=""_blank"">Northern Tujia</a>",tji,Living
"<a href=""https://en.wikipedia.org/wiki/Tutchone"" target=""_blank"">Northern Tutchone</a>",ttm,Living
"<a href=""https://en.wikipedia.org/wiki/Uzbek_language"" target=""_blank"">Northern Uzbek</a>",uzn,Living
"<a href=""https://en.wikipedia.org/wiki/Tundra_Yukaghir_language"" target=""_blank"">Northern Yukaghir</a>",ykg,Living
"<a href=""https://en.wikipedia.org/wiki/Inupiat_language"" target=""_blank"">Northwest Alaska Inupiatun</a>",esk,Living
"<a href=""https://en.wikipedia.org/wiki/Northwest_Gbaya_language"" target=""_blank"">Northwest Gbaya</a>",gya,Living
"<a href=""https://en.wikipedia.org/wiki/Konkow_language"" target=""_blank"">Northwest Maidu</a>",mjd,Living
"<a href=""https://en.wikipedia.org/wiki/Silacayoapan_Mixtec"" target=""_blank"">Northwest Oaxaca Mixtec</a>",mxa,Living
"<a href=""https://en.wikipedia.org/wiki/Pashayi_languages"" target=""_blank"">Northwest Pashai</a>",glh,Living
"<a href=""https://en.wikipedia.org/wiki/Dinka_language"" target=""_blank"">Northwestern Dinka</a>",diw,Living
"<a href=""https://en.wikipedia.org/wiki/Northwestern_Fars_language"" target=""_blank"">Northwestern Fars</a>",faz,Living
"<a href=""https://en.wikipedia.org/wiki/Kolami_language"" target=""_blank"">Northwestern Kolami</a>",kfb,Living
"<a href=""https://en.wikipedia.org/wiki/Nisu_language"" target=""_blank"">Northwestern Nisu</a>",nsf,Living
"<a href=""https://en.wikipedia.org/wiki/Northwestern_Ojibwa"" target=""_blank"">Northwestern Ojibwa</a>",ojb,Living
"<a href=""https://en.wikipedia.org/wiki/Tamang_language"" target=""_blank"">Northwestern Tamang</a>",tmk,Living
"<a href=""https://en.wikipedia.org/wiki/Norwegian_language"" target=""_blank"">Norwegian</a>",nor,Living
"<a href=""https://en.wikipedia.org/wiki/Bokm%C3%A5l"" target=""_blank"">Norwegian Bokmål</a>",nob,Living
"<a href=""https://en.wikipedia.org/wiki/Nynorsk"" target=""_blank"">Norwegian Nynorsk</a>",nno,Living
"<a href=""https://en.wikipedia.org/wiki/Norwegian_Sign_Language"" target=""_blank"">Norwegian Sign Language</a>",nsl,Living
"<a href=""https://en.wikipedia.org/wiki/Notre_language"" target=""_blank"">Notre</a>",bly,Living
"<a href=""https://en.wikipedia.org/wiki/Notsi_language"" target=""_blank"">Notsi</a>",ncf,Living
"<a href=""https://en.wikipedia.org/wiki/Nottoway_language"" target=""_blank"">Nottoway</a>",ntw,Extinct
"<a href=""https://en.wikipedia.org/wiki/Nottoway_language"" target=""_blank"">Nottoway-Meherrin</a>",nwy,Extinct
"<a href=""https://en.wikipedia.org/wiki/Novial"" target=""_blank"">Novial</a>",nov,Constructed
"<a href=""https://en.wikipedia.org/wiki/Noy_language"" target=""_blank"">Noy</a>",noy,Living
"<a href=""https://en.wikipedia.org/wiki/Nsenga_language"" target=""_blank"">Nsenga</a>",nse,Living
"<a href=""https://en.wikipedia.org/wiki/Wushi_language"" target=""_blank"">Nshi</a>",nsc,Living
"<a href=""https://en.wikipedia.org/wiki/Nsongo_language"" target=""_blank"">Nsongo</a>",nsx,Living
"<a href=""https://en.wikipedia.org/wiki/Ntcham_language"" target=""_blank"">Ntcham</a>",bud,Living
"<a href=""https://en.wikipedia.org/wiki/Lia-Ntomba_language"" target=""_blank"">Ntomba</a>",nto,Living
"<a href=""https://en.wikipedia.org/wiki/Baca_language"" target=""_blank"">Nubaca</a>",baf,Living
"<a href=""https://en.wikipedia.org/wiki/Nubi_language"" target=""_blank"">Nubi</a>",kcn,Living
"<a href=""https://en.wikipedia.org/wiki/Central_Tibetan_language"" target=""_blank"">Nubri</a>",kte,Living
"<a href=""https://en.wikipedia.org/wiki/Nuer_language"" target=""_blank"">Nuer</a>",nus,Living
"<a href=""https://en.wikipedia.org/wiki/Nukunu_language"" target=""_blank"">Nugunu (Australia)</a>",nnv,Extinct
"<a href=""https://en.wikipedia.org/wiki/Gunu_language"" target=""_blank"">Nugunu (Cameroon)</a>",yas,Living
"<a href=""https://en.wikipedia.org/wiki/Nuk_language"" target=""_blank"">Nuk</a>",noc,Living
"<a href=""https://en.wikipedia.org/wiki/Nukak_language"" target=""_blank"">Nukak Makú</a>",mbr,Living
"<a href=""https://en.wikipedia.org/wiki/Nukna_language"" target=""_blank"">Nukna</a>",klt,Living
"<a href=""https://en.wikipedia.org/wiki/Nukini_language"" target=""_blank"">Nukuini</a>",nuc,Extinct
"<a href=""https://en.wikipedia.org/wiki/Nukumanu_language"" target=""_blank"">Nukumanu</a>",nuq,Living
"<a href=""https://en.wikipedia.org/wiki/Nukunul_language"" target=""_blank"">Nukunul</a>",xnu,Extinct
"<a href=""https://en.wikipedia.org/wiki/Nukuoro_language"" target=""_blank"">Nukuoro</a>",nkr,Living
"<a href=""https://en.wikipedia.org/wiki/Nukuria_language"" target=""_blank"">Nukuria</a>",nur,Living
"<a href=""https://en.wikipedia.org/wiki/Gbantu_language"" target=""_blank"">Numana-Nunku-Gbantu-Numbu</a>",nbr,Living
"<a href=""https://en.wikipedia.org/wiki/Numanggang_language"" target=""_blank"">Numanggang</a>",nop,Living
"<a href=""https://en.wikipedia.org/wiki/Numbami_language"" target=""_blank"">Numbami</a>",sij,Living
"<a href=""https://en.wikipedia.org/wiki/Nume_language"" target=""_blank"">Nume</a>",tgs,Living
"<a href=""https://en.wikipedia.org/wiki/Num%C3%A8%C3%A8_language"" target=""_blank"">Numèè</a>",kdk,Living
"<a href=""https://en.wikipedia.org/wiki/Numidian_language"" target=""_blank"">Numidian</a>",nxm,Ancient
"<a href=""https://en.wikipedia.org/wiki/Nung_language_(Tai)"" target=""_blank"">Nung (Viet Nam)</a>",nut,Living
"<a href=""https://en.wikipedia.org/wiki/Nungali_language"" target=""_blank"">Nungali</a>",nug,Extinct
"<a href=""https://en.wikipedia.org/wiki/Nunggubuyu_language"" target=""_blank"">Nunggubuyu</a>",nuy,Living
"<a href=""https://en.wikipedia.org/wiki/Nungu_language"" target=""_blank"">Nungu</a>",rin,Living
"<a href=""https://en.wikipedia.org/wiki/Nupbi_language"" target=""_blank"">Nupbikha</a>",npb,Living
"<a href=""https://en.wikipedia.org/wiki/Nupe_language"" target=""_blank"">Nupe-Nupe-Tako</a>",nup,Living
"<a href=""https://en.wikipedia.org/wiki/N%C3%BCpode_Huitoto_language"" target=""_blank"">Nüpode Huitoto</a>",hux,Living
"<a href=""https://en.wikipedia.org/wiki/Nusa_Laut_language"" target=""_blank"">Nusa Laut</a>",nul,Living
"<a href=""https://en.wikipedia.org/wiki/Nusu_language"" target=""_blank"">Nusu</a>",nuf,Living
"<a href=""https://en.wikipedia.org/wiki/Nuu-chah-nulth_language"" target=""_blank"">Nuu-chah-nulth</a>",nuk,Living
"<a href=""https://en.wikipedia.org/wiki/Nyabwa_language"" target=""_blank"">Nyabwa</a>",nwb,Living
"<a href=""https://en.wikipedia.org/wiki/Nyaheun_language"" target=""_blank"">Nyaheun</a>",nev,Living
"<a href=""https://en.wikipedia.org/wiki/Nyah_Kur_language"" target=""_blank"">Nyahkur</a>",cbn,Living
"<a href=""https://en.wikipedia.org/wiki/Nyakyusa_language"" target=""_blank"">Nyakyusa-Ngonde</a>",nyy,Living
"<a href=""https://en.wikipedia.org/wiki/Ny%C3%A2layu_language"" target=""_blank"">Nyâlayu</a>",yly,Living
"<a href=""https://en.wikipedia.org/wiki/Nyali_language"" target=""_blank"">Nyali</a>",nlj,Living
"<a href=""https://en.wikipedia.org/wiki/Nyam_language"" target=""_blank"">Nyam</a>",nmi,Living
"<a href=""https://en.wikipedia.org/wiki/Nyamal_language"" target=""_blank"">Nyamal</a>",nly,Living
"<a href=""https://en.wikipedia.org/wiki/Nyambo_language"" target=""_blank"">Nyambo</a>",now,Living
"<a href=""https://en.wikipedia.org/wiki/Morokodo_language"" target=""_blank"">Nyamusa-Molo</a>",nwm,Living
"<a href=""https://en.wikipedia.org/wiki/Mwanga_language"" target=""_blank"">Nyamwanga</a>",mwn,Living
"<a href=""https://en.wikipedia.org/wiki/Nyamwezi_language"" target=""_blank"">Nyamwezi</a>",nym,Living
"<a href=""https://en.wikipedia.org/wiki/Nyaneka_language"" target=""_blank"">Nyaneka</a>",nyk,Living
"<a href=""https://en.wikipedia.org/wiki/Nyanga_language"" target=""_blank"">Nyanga</a>",nyj,Living
"<a href=""https://en.wikipedia.org/wiki/Nyanga-li_language"" target=""_blank"">Nyanga-li</a>",nyc,Living
"<a href=""https://en.wikipedia.org/wiki/Nyangatom_language"" target=""_blank"">Nyangatom</a>",nnj,Living
"<a href=""https://en.wikipedia.org/wiki/Nyangbo-Tafi_language"" target=""_blank"">Nyangbo</a>",nyb,Living
"<a href=""https://en.wikipedia.org/wiki/Kayardild_language"" target=""_blank"">Nyangga</a>",nny,Extinct
"<a href=""https://en.wikipedia.org/wiki/Nyangia_language"" target=""_blank"">Nyang'i</a>",nyp,Extinct
"<a href=""https://en.wikipedia.org/wiki/Nyangumarta_language"" target=""_blank"">Nyangumarta</a>",nna,Living
"<a href=""https://en.wikipedia.org/wiki/Chewa_language"" target=""_blank"">Nyanja</a>",nya,Living
"<a href=""https://en.wikipedia.org/wiki/Nkore_language"" target=""_blank"">Nyankole</a>",nyn,Living
"<a href=""https://en.wikipedia.org/wiki/Nyankpa_language"" target=""_blank"">Nyankpa</a>",yes,Living
"<a href=""https://en.wikipedia.org/wiki/Nyarafolo_language"" target=""_blank"">Nyarafolo Senoufo</a>",sev,Living
